storyid,answer,sentence1,sentence1_sentiment,sentence1_sentiment_score,sentence2,sentence2_sentiment,sentence2_sentiment_score
d51a8925-811f-4851-bc58-c6eca7660b3f,2,Lary had never been so calm in all his life.,Positive,0.91,A man helped him recover.,Positive,0.98
1b133de9-9659-45b5-af65-092b14ad6c14,2,Gina's neighbors complained that she was spying on them.,Neutral,0.43,She was jealous that her neighbors had a pool.,Positive,0.87
9cb46fe3-9e19-49ec-9ccb-754ac2e24f5a,2,The old man threw rock at the dogs until they left his property.,Neutral,0.57,The dogs were great comfort and company for the old man.,Positive,0.99
b76b7d12-545b-48da-bb70-68e28ffe8ba0,2,Jack didn't bother to close the window.,Negative,0.06,Jack closed the window.,Neutral,0.47
45e9f956-c327-4594-8ff6-b8ece2fda085,2,The mayor had just emerged from a seedy back-alley motel.,Neutral,0.49,The mayor told him he had better things to do.,Negative,0.24
f37b341e-de1e-45bb-99c1-de21f9321880,1,The therapist curtly said she couldn't share that information.,Negative,0.08,The therapist told the mother everything her son had said.,Positive,0.85
a9dee1a6-2a0e-45a9-bf81-f64a681ebf97,1,Janie loved cats.,Positive,0.88,Janie hated cats.,Negative,0.19
61ebf1dd-408e-49e4-800e-dc09531d8779,1,Pam's daughter became good at bargain hunting.,Positive,0.99,Pam's favorite store was Saks Fifth Avenue.,Positive,0.98
6e461b20-765b-41ff-9e07-8163258e12cd,1,We shared the prize equally among all of us.,Positive,0.99,I had such a horrible time I never went out with them again.,Negative,0.03
1866ac09-a297-48ef-bdf0-26e8bb50ca5b,1,Her father came and removed the spider.,Neutral,0.35,Darla decided to make the spider a pet.,Neutral,0.38
df0d8e95-7aeb-42da-be3e-f1769d467cee,2,He was happy about how well he skateboarded that day.,Positive,0.96,He limped home with his legs bleeding.,Negative,0.08
ad58dddf-affa-476a-9aa4-9cb9c24a0b6b,2,I won't eat pizza for a long time.,Neutral,0.60,I want to go back and get more pizza.,Neutral,0.65
f139e4bd-d61f-47c2-97b1-a2c512db436c,1,John then failed the project because of his dog.,Negative,0.22,John's assignment was the best looking in his class.,Positive,0.96
02ca45f7-3d0b-425c-8fef-e997c6f249ac,1,Eventually Ed got the chipmunk to eat out of his hand.,Neutral,0.51,The chipmunk was so terrified it bit Ed's hand.,Negative,0.06
2b3b20fa-8a36-49a1-9fa7-fa0593a2faf8,1,He reached for the bowl and enjoyed the candy.,Positive,0.97,He placed the stool on the deck.,Positive,0.87
30cf8dc4-0d44-4195-80c5-8de3da99f4c1,1,But they had a great time!,Positive,0.97,Charlie stole a car.,Neutral,0.30
641d7645-8f23-4ea1-8e86-bc2588c13c4d,2,Amy threw a brick through the window of the shop.,Negative,0.12,Amy decided she didn't need the yogurt anyway.,Neutral,0.59
ca236992-73c2-445d-88a2-a964f5edf3f8,2,He hates that he met so many people.,Neutral,0.44,He goes to bed.,Neutral,0.56
2e06c057-28dd-40bb-9e91-a8fba944f5fe,1,The kid stole some things from the house.,Neutral,0.49,The house owners came home and welcomed the kid.,Positive,0.96
6b31de4f-ce0a-4829-97c0-05b1dff49021,2,Jane quit her classes and took up accounting.,Neutral,0.56,Jane decided to care for a dog.,Neutral,0.48
37e9b5cf-cdcd-4a7f-916f-0ff59454b678,1,Sue made an appointment with the doctor as a last resort.,Neutral,0.47,Sue was relieved that her sore throat cures worked.,Neutral,0.54
6e651089-b774-43e3-ad4f-300f9ee3075c,2,Sammy ran away from home and Greg.,Neutral,0.65,Greg was happy that Sammy was his dog.,Positive,0.92
38cc396f-e631-4605-afde-c57a9859d6ad,1,I was sad.,Negative,0.13,I felt very satisfied.,Positive,0.99
8f941d37-7c7b-4231-b3ed-0ba84d5241d0,2,I hate it there because it's so expensive.,Negative,0.03,I'm happy to be a member there and work out often!,Positive,0.98
3d77854a-7b40-4bb8-a7d6-0b0610c4bb65,1,The children laughed as they hunted the eggs.,Positive,0.85,The children apologized to Jane.,Neutral,0.46
0173ff11-6a58-4bbc-bc1a-7cd1e58046ae,1,Jane just went home.,Neutral,0.65,Jane bought one of the desks.,Positive,0.91
e6057ea7-eef6-41c8-914f-4397202d7341,1,She had fun climbing.,Positive,0.93,She was very disappointed.,Negative,0.00
7d7a05be-2a74-4997-bacb-64a9cff62436,1,One of Mike's friends realized he had the license in wallet.,Positive,0.91,Mike was sure he would pass through without incident.,Neutral,0.39
b4e37016-f809-4a68-b7b8-deb3809864af,1,I found the drink to be bitter-tasting.,Negative,0.02,I asked for a second round of the same drink.,Neutral,0.47
09c4e57f-98e9-4036-b888-c28fd672757e,1,Chuck knew he needed a walk so he talk his dogs out.,Positive,0.85,Chuck kicked his dog away from him.,Positive,0.94
d55b47cd-b0ab-4cf2-a9d8-f4a25e84e607,2,Ray hoped they would not admit him.,Negative,0.20,Ray hoped he would be admitted.,Negative,0.20
7493b19b-ff80-4e33-87b9-14df08e8026e,1,Now I am happy and I have a great new job.,Positive,0.99,I decided I didn't want to work anymore.,Negative,0.13
cb9d278c-472d-4ab3-9bc6-dda078399fcf,2,He was very happy that the program took that amount of time.,Positive,0.99,Joe's computer began working well once the program was complete.,Positive,0.95
140d0d9e-0aef-4d98-bade-38f716b5f525,2,Being accepted made Joe very sad.,Neutral,0.61,Being accepted made Joe very happy.,Positive,0.98
6a77c4a9-cb61-4511-a962-732276defb09,2,Sarah decided videogame were stupid.,Negative,0.01,Sarah brought it home and used it.,Positive,0.81
4776cf79-52c8-46ed-b293-1eb187f6135c,1,She got a parrot and named it Bear.,Positive,0.85,She bought a cat and let it roam the house.,Positive,0.90
1f946ee7-e015-4bc5-8e59-745df5dff85c,1,Rob fired the employees.,Positive,0.82,Rob was glad his employees thought so highly of him.,Positive,0.93
2c613774-5377-4b30-9609-dd8441689ac6,2,Jacob did not want to take a pumpkin home.,Negative,0.09,Jacob chose this special pumpkin for himself.,Positive,0.85
f62b254f-3afd-42ce-be68-79c108f9647e,2,Kay was relieved because she had moved on to peppermint.,Neutral,0.70,Kay was crushed!,Negative,0.01
e92be4f9-2d71-434d-9ba6-2fde32a359c7,1,Megan's coworker was angry that she lied about eating her cake.,Negative,0.17,Megan's coworker was proud of her.,Positive,0.88
978731d9-ad40-4474-8b89-b7e9b1fac7d8,2,Tina was glad she got her exercise for the day.,Positive,0.91,Tina cried.,Positive,0.85
64b2cd31-b17d-4a8e-bf6b-d551b4543935,1,It was terrible.,Negative,0.00,Cora's face was swollen.,Negative,0.06
591cfa57-3959-48c9-859c-160764872874,1,She love the flowers.,Positive,0.97,She angrily told him to get out.,Neutral,0.34
4a23b14a-36a8-4c52-98a4-9cfe6de63aa7,1,Her dad smiled because Gina had done a meticulous job this time.,Positive,0.99,Her dad took the car to the mud races.,Positive,0.89
dda7e7e6-07e1-40ad-9d0b-def5856c26ef,1,Randy was able to get a dog with his dad.,Positive,0.90,Randy bought a lizard with his dad.,Positive,0.84
aa7335a5-5409-4c52-bd72-81d3e26f2aad,2,Johnny didn't care about the bike.,Negative,0.05,Johnny found out his friend took the bike.,Positive,0.77
4bf9a56e-19c6-40c4-8640-558e8e0096f9,1,Mike enjoyed the chance to help pets find a home.,Positive,0.99,Mike didn't like the dogs or cats.,Negative,0.01
e4856657-9d0e-4c9a-aa79-08818c7a9bc7,1,He took the right path and discovered a small waterfall.,Neutral,0.65,He turned and went back home instead.,Negative,0.17
4fa20b48-acb4-498b-9bc3-1e5f3ebfeb19,2,I felt very free and relaxed.,Neutral,0.63,But I had too many lines attached to me.,Neutral,0.29
85797209-09bd-4dc5-80d3-634dfc9d0002,2,He was sad about getting the coupons.,Neutral,0.53,He invited some friends to have lunch with him at McDonalds.,Neutral,0.64
9415a1b6-32bd-4b02-972e-f6b2f9f068f3,1,Jerry discovered it was the switch that was broken.,Negative,0.02,Jerry stayed in the dark because he forgot to buy any light bulbs.,Neutral,0.63
f4749262-8596-4e4d-aefc-6b2aa3b3a967,1,Micky was offered the job the next day.,Positive,0.94,Micky made reservations at a motel.,Negative,0.05
79636cda-688f-4fe6-b8c6-3baf5cff25c4,1,Suddenly Abby understood why her dentist warned against sugar.,Neutral,0.72,Abby went to the pantry and got her dog a Milk Bone.,Positive,0.86
750dbb85-23a6-4fe3-9f29-6fd4aedf6350,1,He was overjoyed when his wife told him that she was pregnant.,Positive,0.96,Del's wife told him that she had breast cancer.,Neutral,0.61
acea8b1b-cdda-43b6-84bc-ad23746ea6d8,1,I was happy to get paid overtime.,Positive,0.89,My boss fired me.,Positive,0.86
d934a35e-b278-4c4c-9c10-6463a7a515cd,2,My friend really enjoyed getting bitten by the cow.,Positive,0.97,My friend had a less than fabulous time there.,Neutral,0.55
17af4d5b-7f95-4383-a5fd-a5ec2755e82d,2,Neil was bored of the trip and went home.,Negative,0.01,Neil was happy he made the trip.,Positive,0.97
75fc2f0f-e751-4f38-998b-d79acbdfd731,1,Neil had a wonderful view of the city.,Positive,0.98,Neil decided not to come to London anymore.,Neutral,0.25
0d6e1ac8-44fb-45dd-a11f-47bdf282e9d6,1,Sam stayed at the bar rather than go home and be surprised.,Positive,0.97,That night Sam told his wife that he wanted a divorce.,Positive,0.85
38d3fb18-1eb3-45b6-8115-f976ebef6642,1,He grabbed the pole and pulled out a huge flounder.,Positive,0.77,"He shot at the deer, but missed.",Neutral,0.53
99d14ada-400e-43bb-9b0f-35d14c9d57b7,2,Tori was happy her mother knew.,Positive,0.85,Tori was grounded.,Neutral,0.61
a74a380c-299c-4b3e-8276-82010047905c,1,Paula eventually became accustomed to being away from her mother.,Positive,0.80,Paula's mother took a seat next to Paula.,Positive,0.88
97d4a876-1e32-4d63-a38e-171972cabcf4,1,The ice kept his drinks cold the whole day.,Positive,0.95,"He poured all of the ice down the drain, and went to sleep.",Neutral,0.27
14366a81-ca57-4193-85c8-4baf29b49523,2,Ky grabbed hair paint and colored her hair.,Neutral,0.54,Everyone at school loved Ky's hair.,Positive,0.97
b5d9fea0-b4fd-4550-a158-636f5bb7216f,2,I left the table before she could speak.,Neutral,0.36,We spoke and ate for two hours.,Negative,0.09
be86f0f6-c225-422e-842a-13f65f81163e,1,I took a long nap and am feeling better.,Positive,0.78,I went to the gym and exercised.,Neutral,0.59
f43554e9-3edd-4699-9b7c-1e21add50f5f,1,Bob's stereo system was ruined.,Negative,0.02,Bob was proud of his cat.,Neutral,0.54
fde2edd7-f19c-47c0-9b30-16dae924e962,1,Rob ended up playing the best game of his life!,Positive,0.96,Rob kicked the other player as hard as he could!,Positive,0.79
3bc8226c-47cf-4b21-9e68-238e79968dc4,2,Pam was impressed with the babysitter.,Positive,0.94,Pam was furious with the babysitter.,Negative,0.15
c6150383-b577-4c5c-9c2b-164c6599fdf9,1,Lindy decided to talk to men just like they were people.,Neutral,0.36,Lindy decided she didn't like men.,Negative,0.21
d84a7f60-afc4-477d-93d6-7fad71931df7,1,Barbara loved the earrings and loved wearing them.,Positive,0.98,"Afterward, Barbara decided not to wear the earrings.",Negative,0.08
9923ddb7-9df6-4514-8db5-7993af72abd3,1,James was so embarrassed that he ran off the stage.,Negative,0.07,James felt great about his performance.,Positive,0.98
45f26dd9-34dc-4847-bc17-6bbfa58f0b9b,1,Sam bought himself a nice house and was very grateful.,Positive,0.98,Sam was very grateful for getting the job.,Positive,0.99
b1f8349c-5c6d-4d4c-bf97-022d0a749905,2,I bought all of the clothes that were made in America.,Positive,0.93,I decided not to buy any clothes.,Negative,0.05
fcf74947-fcc5-4e5d-bdc1-63a18eaef1e7,1,I hope he gets better at it.,Neutral,0.27,I hope he gets worse at it.,Negative,0.13
f05ad22a-ba97-4268-b033-9a424a17160b,1,Sandy lost her home.,Positive,0.80,Sandy bought three new homes.,Positive,0.97
4b146cb7-eea7-4914-91ff-4295afdb2d60,2,I broke up with my girlfriend the same night.,Negative,0.06,We love spending time together.,Positive,0.96
48c11b7f-c3d0-42bc-9175-90b0c5d366b4,1,Kari wore her new sweater to school the next day.,Neutral,0.74,Kari refused to wear the new sweater.,Negative,0.04
8e7de453-b38e-4a7a-ba7b-67649288815e,1,But he tried anyway.,Neutral,0.53,Thomas punched his friend in the face.,Neutral,0.57
5805e662-2062-4832-baeb-1f3592cdfa26,2,Sally threw the package away.,Negative,0.06,It was a frilly dress with glitter and sparkly fabric!,Negative,0.12
6bdc3c31-bee8-45c3-8598-21eb7b642001,2,Rico decided to take another nap.,Negative,0.14,Rico's teacher let him turn in the essay the next day.,Positive,0.90
d1324880-08f2-459a-bdfc-d918ee8104bd,2,She hates the new jacket.,Negative,0.08,She is happy.,Positive,0.97
75803192-1a5b-4de3-8f30-66d9a8880123,1,He did very well in the job and they really liked him there.,Positive,0.98,He was the best swimming coach they had ever had.,Positive,0.98
02b625bb-bc17-4255-a872-2ccc649dd529,2,Sally's went home and went to sleep instead.,Negative,0.06,Sally was sad she had lost her wallet.,Negative,0.10
726e4d24-29cd-4f88-8c56-d36ab66c6497,2,Vera drove home safely.,Neutral,0.28,Vera was much more careful when driving.,Negative,0.21
bb2ffab3-7c21-4c97-a85d-f148f9c753f1,2,Lynn wanted Amy to tell her all about being an adult.,Positive,0.84,Lynn continued to swing.,Positive,0.91
c4fade89-7f27-4635-8bd9-46692eea6d29,1,They had a great marriage.,Positive,0.98,Donna couldn't believe how selfish her husband was.,Neutral,0.26
2a49b3f8-40bc-469c-84dd-3a4d21078770,1,We were so happy.,Positive,0.99,We are so angry.,Negative,0.05
99251481-5ec3-4c87-b850-ab7e4b4dd32e,2,Mona drove back home immediately.,Neutral,0.53,Mona went inside to see the movie.,Neutral,0.72
29ebb19b-ab26-4335-8c36-19d6ab0cf886,1,My husband went out and bought a better bouquet.,Neutral,0.53,I was upset that the flowers weren't more dead.,Negative,0.08
ae89421b-70a6-4387-87d6-b1b5340dde89,2,She then proposed to Sloan.,Neutral,0.45,She told him she did not want to marry him.,Positive,0.76
98e0f71e-679e-4e45-98ab-5f0794300bbf,2,Bay made it on the hockey team.,Neutral,0.72,Bay made it on the football team.,Positive,0.78
da9566dc-7c8c-444f-a4e7-8d352d33a6d8,2,Josh enjoyed riding on the huge yacht.,Positive,0.98,Josh was upset to be in a little boat.,Neutral,0.35
7ea05154-6bc0-4713-9928-d100b7833b54,1,Tonya was heart broken.,Negative,0.03,Tonya laughed hysterically at the fish.,Positive,0.94
bf4ebc30-7357-43e6-a773-ed6f30175ef0,2,David's father then thanked him.,Positive,0.88,David was grounded by his father.,Neutral,0.70
db9a0c77-faa6-4f7c-9bcf-dbe509fc167a,1,I was happy with mom.,Positive,0.93,Mom was making me upset all day.,Neutral,0.28
0dde2076-2a53-4a21-b9dd-1ae4bff8bcc8,1,It became her new favorite.,Positive,0.96,She confronted the barista and demanded a new coffee be made.,Positive,0.97
3cee391d-ad6f-4e54-82ba-8236687b9c10,1,June told him that he had done a great job.,Positive,0.97,June ignored him and walked away.,Negative,0.09
f1714bb9-f465-44b3-9588-898c042ea82f,1,"They used flashlights to build a fire, which was nice.",Neutral,0.75,It was not a very fun swimming day after all.,Negative,0.00
b6bcfca0-9ef4-4b22-b846-af2f9688ab71,2,Chuck couldn't get a table so he left.,Negative,0.15,Chuck then ordered food and was happy with the service.,Positive,0.95
5f93652a-c6a9-4fde-8310-d27880c21d13,1,Ed coasted to the side of the road until he stopped.,Neutral,0.62,Ed ate his peanuts.,Negative,0.15
80e4f129-45d6-4c48-a9e1-06efbdeb9ee9,2,Liz was glad they were sleeping so well.,Positive,0.95,Liz told them to go back to bed.,Neutral,0.45
59bf9fb5-3033-4429-8fad-9e284377516e,2,Hope is expected to celebrate her birthday alone.,Neutral,0.70,Hope is having breakfast with her family.,Positive,0.92
475d4e11-6277-4479-bff2-acb217b91c7e,1,The front of his body hurt from the impact.,Negative,0.09,He decided to dive that way every time from now on.,Positive,0.88
25dcac70-6b79-449c-9a93-9f6571ea4b89,1,She spat it out because she had been served a spoiled fish taco.,Negative,0.07,She relished the taste of her banana sundae.,Positive,0.97
9495c15d-2dd9-40be-b568-6b7e4d0aaf5c,1,Mary was very happy.,Positive,0.98,Mary was really upset with Kim.,Negative,0.02
1bd89c61-f8dc-4db4-8612-d8e924107056,1,He told him that he was lost.,Neutral,0.53,Jimmy accused the officer of harassing him.,Positive,0.94
4e655363-c083-4663-b277-8869b0ebf2d6,1,The whole family enjoyed the experience.,Positive,0.97,The family wished they had visited Colorado.,Positive,0.87
ad6e482b-c10a-48ba-9a70-e3cc284cb5d2,2,Andre could not drive.,Negative,0.13,But then the cops stopped him.,Neutral,0.72
4eb69e33-5eb7-47ba-b113-64871c263221,1,Tom and Sally finally got to have kids.,Positive,0.90,Tom and Sally didn't want to have kids anymore.,Neutral,0.43
55859d86-d189-4544-b116-4495ad827557,2,The butterfly village was very uninformative.,Negative,0.00,The butterfly village was very educational.,Positive,0.97
00bdcb0a-0619-4217-a177-4471c9509934,2,Denise didn't know what to do when she ran out of money.,Negative,0.02,She bought a second piggy bank so she could keep saving money.,Positive,0.89
a9b9c7f4-d69a-4a3f-9bf0-10bb9e894252,2,She sold a lot and bought delicious treats with the money.,Neutral,0.67,She sold reasonably well and bought her uniform.,Positive,0.96
fcbd26da-4968-4f15-97ee-929e5a02ac52,1,He gave the dog some medicine and then it was fine.,Neutral,0.53,He was happy when the dog ignored him.,Positive,0.92
6e5cfaaa-d743-4cb8-8563-98c4ce46051e,2,Sara successfully made some pants.,Positive,0.78,Sara had no skills and the dress was a mess.,Negative,0.00
d96d485f-6c4e-407b-8ad0-73f959c9dc77,2,Tracy would not leave Mr Washington alone.,Negative,0.04,Mr Washington fell into the trap.,Negative,0.18
9825a8de-7f92-4cd7-8165-e9755209cc21,2,Jen then spent time with her family.,Positive,0.76,Jen decided to make the best of what she had.,Positive,0.97
6756554d-106d-4427-84cd-9d0e91cf45fe,2,Her sister laughed hysterically.,Positive,0.92,She found her sister nearby.,Neutral,0.75
0e292402-77ed-49bd-99ed-4c8d865154b5,2,She threw the beads away when she got home.,Negative,0.10,She made a beautiful blouse.,Positive,0.97
