InputStoryid	0	story	rightanswer	wronganswer	cogcomp	jonbean	lizhongyang	mflor	msap	niko	rocnlp	roemmele	sjtuadapt	tbmihaylov	teampg	teamukp	rightanswer_len	wronganswer_len	diff_len	rightanswer_numwords	wronganswer_numwords	diff_numwords
65afbe34-fc9d-4834-88b0-64e40acf5a6e	1.0	Ellie watched the merry go round. She couldn't decide which animal to ride. There was a pink horse or a blue bunny. So she got on it twice.	Each time she rode a different animal making her happy.	Ellie cried both times because she didn't want to ride the ride.	1	1	1	1	1	1	1	1	1	1	1	1	55	64	0	10	12	0
7ac29522-a873-4083-832c-cf8fbbf3d1dd	1.0	Kara lost her dog yesterday. She freaked out. Frantic, Kara looked all over town for it. Finally she found the dog in her neighbor's yard.	Kara asked the neighbors not to put out dog treats in their yard.	Kara bought a pet cat and dyed it pink.	1	1	1	1	1	1	1	1	1	1	1	1	65	39	1	13	9	1
2e8b02e4-a7b3-48da-9006-af7f892ea0a1	1.0	Martha wanted to win the big spelling bee at school. She got a word list from her teacher and practiced every day. The big day finally came, and Martha won the spelling bee! She got a trophy, and her picture was in the newspaper!	Martha was very proud of her accomplishment.	Martha was upset about losing.	1	1	1	1	1	1	1	1	1	1	1	1	44	30	1	7	5	1
b66b48ed-c518-414b-8364-3af6ba3f81eb	1.0	Timmy was a little excited about having a baby sister. His parents let him pick out some baby names. He really wanted the baby to be named Jenna but his Mom liked Amy. When the big day finally came he stayed with his grandparents.	He jumped for joy when his mother brought his sister home.	He decided to stay there instead of going home.	1	1	1	1	1	1	1	1	1	1	1	1	58	47	1	11	9	1
ce834cd4-783a-4891-84f7-4db755268b92	1.0	Cassie always wanted to be an actress. She had some experience as a child doing plays at school. One day, she saw an ad in the paper for auditions at the theater. She got her nerve up and went to the casting call the next day.	To Cassie's surprise they gave her a call back.	Cassie joined the army.	1	1	1	1	1	1	1	1	1	1	1	1	47	23	1	9	4	1
0a269589-dc3d-44f5-8b96-464f0de6c8d4	1.0	Haley was doing gymnastics after school. She stayed longer than everyone else. During a tumble she fell and hurt her neck. There was nobody there to help.	Haley screamed until a teacher came and helped her.	Haley continued to perform gymnastics until her mom came.	1	1	1	1	1	1	1	1	1	1	1	1	51	57	0	9	9	0
539d0b12-7329-428a-9505-216af771625e	1.0	Sora was failing her math class. She asked her teacher if she could do anything to help herself. The teacher offered her an extra credit report. Sora put a lot of effort into her report.	She got a good grade on the report and raised her math grade.	She felt very unmotivated.	1	1	1	1	1	1	1	1	1	1	1	1	61	26	1	13	4	1
fddf7d4c-fc2c-4970-b565-aecc6c1525d2	1.0	I wanted to eat a particular cereal for breakfast. I found that I had run out of that particular brand of cereal. I went to a store to buy some more. The store was also out of that brand and I had to buy another.	I liked the new brand that I bought.	I don't like cereal.	1	1	1	1	1	1	1	1	1	1	1	1	36	20	1	8	4	1
b58034b4-b513-4b73-86e5-57755b8fc4d2	1.0	Tim loved to swim with tuna deep in the ocean. He would never hurt or try to catch them. One day a fishing boat came to the home of the tuna. Tim tried to dive down the next day with the tuna.	He couldn't find the tuna.	He didn't look for the tuna.	1	1	1	1	1	1	1	1	1	1	1	1	26	28	0	5	6	0
55bdc3b0-c503-4510-ad9e-54d24fbb79da	1.0	Loo had a red box he kept pebbles he collected in. One day Loo went out to play with his friends. When he came back home he could not find his box. Loo asked his friends to help him find it.	Loo and his friends found the box.	Loo didn't want the box anymore.	1	1	1	1	1	1	1	1	1	1	1	1	34	32	1	7	6	1
ad630863-7123-487f-a80f-70e80421b00c	1.0	Ken's football team was losing the game. The game was almost over and they needed seven points to win. Then Ken threw a touchdown and scored! The fans and the team cheered him loudly.	Ken's team was very happy to win the game.	Ken decided to quit playing football.	1	1	1	1	1	1	1	1	1	1	1	1	42	37	1	9	6	1
9cefb977-dc4b-4f8c-8ae6-c31ac951f1a0	1.0	My friend had a bachelor party before her wedding. A group of us got together and went out on the town. We had dinner and drinks at a Mexican restaurant. We then got in a limo and went bar hopping.	We had a great time.	We had an uneventful night.	1	1	1	1	1	1	1	1	1	1	1	1	20	27	0	5	5	0
49afd905-58fc-4114-a6aa-90d686f3578e	1.0	Dan and Carol met as manager trainees at a fast food restaurant. They were sent to further training in a town three hours away. They decided to drive together to save on costs. Talking in the car for hours each way, they got to know each other.	By the time they got to the training, they felt like friends.	Carol asked Dan to buy her a box of Kleenex.	1	1	1	1	1	1	1	1	1	1	1	1	61	44	1	12	10	1
819ab659-663a-4ebe-b740-cd1dfa2589d0	1.0	Kev and Kate were fighting badly. They decided they needed help. They went to see a therapist. The therapist was helpful and friendly.	The couple liked her very much.	Katie hated her a lot.	1	1	1	1	1	1	1	1	1	1	1	1	31	22	1	6	5	1
4eb69e33-5eb7-47ba-b113-64871c263221	1.0	Tom and Sally wanted to have kids. They tried several times without any success. It turned out that Sally had medical issues she needed addressed. Once she got that taken care of they tried again.	Tom and Sally finally got to have kids.	Tom and Sally didn't want to have kids anymore.	1	1	1	1	1	1	1	1	1	1	1	1	39	47	0	8	9	0
4956ea6c-f5bf-4b14-ba63-66837c13c76f	1.0	Cal got an ice cream making machine for his birthday. He was so excited to try it out! He added all the ingredients. Then he turned the crank and watched eagerly.	A big bowl of chocolate ice cream was soon ready.	Cal did not want to eat any ice cream.	1	1	1	1	1	1	1	1	1	1	1	1	49	38	1	10	9	1
3a13037e-9123-4748-a8a6-2144fc6185cd	1.0	Tim was fishing on the bank. He felt a bit on his line. He yanked up real hard. The fish on his line flew out of the water.	It was the biggest fish he had ever caught.	He thought fishing was boring.	1	1	1	1	1	1	1	1	1	1	1	1	43	30	1	9	5	1
fdc5a363-9a73-4893-8ce1-dd663a752820	1.0	Gina's extended family was fighting another family. They were in a park, and someone called the police. The police cars drove up fast with their sirens blaring. They jumped out of the cars and began to run towards them.	The police broke up the fight and questioned everyone.	They gave them all ice cream cones with sprinkles.	1	1	1	1	1	1	1	1	1	1	1	1	54	50	1	9	9	0
b841bbbb-5fec-4cc6-9752-44632ff5d244	1.0	My mom came home sad today. I decided to ask her if she's alright. She didn't say anything. Being considerate, I decided to leave her alone.	She eventually came to me and apologized for being rude.	I walked toward her and screamed in her face for being rude.	1	1	1	1	1	1	1	1	1	1	1	1	56	60	0	10	12	0
59b195c9-82fb-4c1a-8250-cc0e68f06924	1.0	Sadie loved growing tomatoes and peppers in her backyard. Sadie would grind them together and make a delicious salsa. She began selling it to people to use at their parties. Her business started expanding rapidly as demand increased.	Sadie now makes salsa as her full time job.	Sadie never grew tomatoes again.	1	1	1	1	1	1	1	1	1	1	1	1	43	32	1	9	5	1
c76a92e4-55b1-4666-b294-1656a77b8f07	1.0	Paul loves playing video games. His computer was having trouble keeping up with the latest ones. He decided to upgrade. After a while his entire computer was practically new.	Now Paul can play all the latest games with his friends.	Paul sold his golf clubs and entered a nursing home.	1	1	1	1	1	1	1	1	1	1	1	1	56	52	1	11	10	1
0dde2076-2a53-4a21-b9dd-1ae4bff8bcc8	1.0	Kelly was excited to try the new Starbucks flavor. The flavor was red velvet cake. When she ordered it she took a sip. It was delicious.	It became her new favorite.	She confronted the barista and demanded a new coffee be made.	1	1	1	1	1	1	1	1	1	1	1	1	27	61	0	5	11	0
3cee391d-ad6f-4e54-82ba-8236687b9c10	1.0	June was excited to share gardening with her son. She showed the boy how to pluck weeds, root and all. June and her son worked on separate rows, weeding steadily. When they finished, the boy showed June his pile of weeds.	June told him that he had done a great job.	June ignored him and walked away.	1	1	1	1	1	1	1	1	1	1	1	1	43	33	1	10	6	1
4b146cb7-eea7-4914-91ff-4295afdb2d60	1.0	My girlfriend and I took a train to New York City. We were going to have dinner and enjoy a night in the city. I took her out for a nice meal and after we went shopping. We both had a great time!	We love spending time together.	I broke up with my girlfriend the same night.	1	1	1	1	1	1	1	1	1	1	1	1	31	45	0	5	9	0
8ccca07a-6236-40bc-87d0-95a50c7de6ae	1.0	Trisha's son got sick last night at eight. He vomited all over her and the floor. Trisha cleaned up and changed his clothes. He continued to be sick over and over again.	Trisha made the child sleep on the kitchen floor with a blanket.	Trisha let the children decorate the tree with popcorn.	1	1	1	1	1	1	1	1	1	1	1	1	64	55	1	12	9	1
a9f0d935-3091-4a42-b941-d059adad0c62	1.0	Ara was in the school choir. Her leader offered her a solo in the school play. Ara was nervous but thrilled. She practiced every day for weeks.	Ara got a standing ovation for her solo.	Ara refused her solo.	1	1	1	1	1	1	1	1	1	1	1	1	40	21	1	8	4	1
0564eefd-c7de-4e5c-a95c-dd5871c80597	1.0	My husband loves tv. He watches it too much. Watching tv can cause bad eyesight. my husband had problems with his eyes.	He should stop watching so much TV.	He does not watch enough TV.	1	1	1	1	1	1	1	1	1	1	1	1	35	28	1	7	6	1
5f93652a-c6a9-4fde-8310-d27880c21d13	1.0	Ed pass a car as he drove to the bank. He tried slowing down after passing but failed. His brakes did no work. Ed looked around for something to slow him down.	Ed coasted to the side of the road until he stopped.	Ed ate his peanuts.	1	1	1	1	1	1	1	1	1	1	1	1	52	19	1	11	4	1
e07f116a-1056-481b-ae90-67f432621c75	1.0	Frank thought he was the best at football in the neighborhood. He challenged his friends at the park. Robert ended up outperforming Frank the whole game. Frank, being a good person, took it in stride.	Frank got better with time.	Frank doesn't like football.	1	1	1	1	1	1	1	1	1	1	1	1	27	28	0	5	4	1
4970b8a1-f2b4-4cfd-85d0-0e93edbd86f7	1.0	Beth and Carol went out for Chinese. After dinner Beth opened up her fortune cookie. Beth was anticipating good fortune for the rest of the week. Beth called her later in the week to give her good news.	Beth had just won the lottery!	Beth's dog had been hit by a car!	1	1	1	1	1	1	1	1	1	1	1	1	30	33	0	6	8	0
ee11f7b0-abf1-4c6f-adae-62bdba33fafe	1.0	Ted was playing tennis with his big brother. He always lost, but today he was determined to win. He concentrated hard and did his best. And Ted ended up winning the match!	Ted was proud of his efforts.	Ted wondered about the strange smell emanating from the table.	1	1	1	1	1	1	1	1	1	1	1	1	29	62	0	6	10	0
17447bac-e483-46e8-b435-5374dcbd96ac	1.0	Mark and Andy worked at a pizzeria. They both loved to make pizza. One day they decided to open up their own pizzeria. The pizzeria became very busy and profitable.	Their business became a success.	Their business failed.	1	1	1	1	1	1	1	1	1	1	1	1	32	22	1	5	3	1
606f2a0b-3565-4cf8-8b95-efc4196a5ef3	1.0	I was at the bar with some friends. It was my turn to buy a round. I went up to the bartender and asked him for 13 beers and a shot. He asked for my card and took my order.	He filled my order.	He told me to go to hell.	1	1	1	1	1	1	1	1	1	1	1	1	19	25	0	4	7	0
acea8b1b-cdda-43b6-84bc-ad23746ea6d8	1.0	I was at work yesterday when my boss came over. He said that we were behind schedule. He asked if I could help out a bit. I would get paid overtime.	I was happy to get paid overtime.	My boss fired me.	1	1	1	1	1	1	1	1	1	1	1	1	33	17	1	7	4	1
f821196d-4bb1-4246-8805-890fea062498	1.0	George was really nervous Mary would turn him down. Still, he decided to ask her if he can take her to dinner. Mary said yes, with a large smile on her face. They got along great, and had a wonderful dinner together.	George is excited for his second date with Mary.	George hates Mary.	1	1	1	1	1	1	1	1	1	1	1	1	48	18	1	9	3	1
71fbcabb-27b4-4449-a161-a8af8e3d4d8f	1.0	Maggie has a dog. She takes her dog for walks. They go to the park and play. When they come home Maggie feeds her dog.	Maggie and her dog are best friends.	Maggie hates to spend time with her smelly dog.	1	1	1	1	1	1	1	1	1	1	1	1	36	47	0	7	9	0
6ae6482e-f278-45c2-a048-45191fae27e9	1.0	Francis had always wanted to become a history teacher. He studied history very diligently in college. Finally he applied for a job teaching history at a middle school. He worked hard to be the best teacher he could be.	He won an award for best teacher his very first year.	He was fired for being a bad teacher.	1	1	1	1	1	1	1	1	1	1	1	1	53	37	1	11	8	1
76713187-5ddb-45cb-921d-b4ebb28bbad3	1.0	Jenna needed clothes for school. She took her allowance money and met up with friends at the mall. They walked inside and looked for shops they liked. Jenna and her friends walked through the mall for hours.	Jenna's friends loved shopping.	Jenna's friends hated shopping.	1	1	1	1	1	1	1	1	1	1	1	1	31	31	0	4	4	0
6699c9c3-711d-4942-bfe8-5d89843c7ccf	1.0	Jim bought a frozen pizza from the store for dinner. He got home and threw it into the freezer. When he went to cook it he realized it was ruined. He went back to the store and exchanged it for another.	Jim cooked the pizza as soon as he got home.	Jim had always detested pizza.	1	1	1	1	1	1	1	1	1	1	1	1	44	30	1	10	5	1
9d27e9f6-6abc-4a6f-84f9-9000e3418e9f	1.0	Missy bought a ticket to the carnival. She went in and looked around, open mouthed. She loved all the games and rides! She spent the whole day having a great time.	Missy decided to go back to the carnival the next day.	Missy vowed never to go back to the carnival again.	1	1	1	1	1	1	1	1	1	1	1	1	54	51	1	11	10	1
4ad492d2-db05-4f4e-bd76-99541bd7deef	1.0	Chevy rounded up his friends, and was ready to seek revenge. The group went to the house of his enemy, and went looking for him. They beat up many of the man's friends, but the man himself got away. Chevy was injured during the process, but vowed to eventually get him.	Chevy chased him down and beat him up eventually.	Chevy bought the chap a spot of tea.	1	1	1	1	1	1	1	1	1	1	1	1	49	36	1	9	8	1
d21c29e7-28e1-4c39-b478-d655407922bd	1.0	I decided to join a poker tournament. It was a $100 buy in. I played very smart. I was on the last table, head to head.	I eventually won.	While they dealt the cards I left for Mexico.	1	1	1	1	1	1	1	1	1	1	1	1	17	45	0	3	9	0
57ff2104-6d46-4077-b8e9-442c161886b3	1.0	Derrek wanted to buy a piano. He started working odd jobs to earn money. Derrek kept the extra money he earned in a special bank account. He worked for months to earn enough money.	Derrek was finally able to buy the piano.	Derrek decided not to buy the piano.	1	1	1	1	1	1	1	1	1	1	1	1	41	36	1	8	7	1
c29d2b03-322a-4e6d-91ab-6b78a353bd86	1.0	Roy got up early and went to the box office. He stood in line for hours to get to the front. He put down a stack of money and asked how many tickets he can get. The cashier gave him 15 tickets.	Roy went home with the tickets.	Roy ran away in terror.	1	1	1	1	1	1	1	1	1	1	1	1	31	23	1	6	5	1
